"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HLLHIHTD","conferencePaper","2016","Johnson, Justin; Alahi, Alexandre; Fei-Fei, Li","Perceptual Losses for Real-Time Style Transfer and Super-Resolution","Computer Vision – ECCV 2016","978-3-319-46475-6","","10.1007/978-3-319-46475-6_43","","We consider image transformation problems, where an input image is transformed into an output image. Recent methods for such problems typically train feed-forward convolutional neural networks using a per-pixel loss between the output and ground-truth images. Parallel work has shown that high-quality images can be generated by defining and optimizing perceptual loss functions based on high-level features extracted from pretrained networks. We combine the benefits of both approaches, and propose the use of perceptual loss functions for training feed-forward networks for image transformation tasks. We show results on image style transfer, where a feed-forward network is trained to solve the optimization problem proposed by Gatys et al. in real-time. Compared to the optimization-based method, our network gives similar qualitative results but is three orders of magnitude faster. We also experiment with single-image super-resolution, where replacing a per-pixel loss with a perceptual loss gives visually pleasing results.","2016","2021-03-18 05:21:38","2021-04-06 15:05:03","","694-711","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","<div data-schema-version=""1""><p>Annotation</p> <p>Perceptual loss is the difference (MSE) between features of hidden layers in loss network from y_true and y_pred.</p></div>","F:\Google Drive - Monash\Bibliography\Johnson et al_2016_Perceptual Losses for Real-Time Style Transfer and Super-Resolution.pdf","","Unreviewed","Deep learning; Style transfer; Super-resolution","Leibe, Bastian; Matas, Jiri; Sebe, Nicu; Welling, Max","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCKMHJ8W","conferencePaper","2020","Hong, Ming; Xie, Yuan; Li, Cuihua; Qu, Yanyun","Distilling Image Dehazing With Heterogeneous Task Imitation","Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition","","","","https://openaccess.thecvf.com/content_CVPR_2020/html/Hong_Distilling_Image_Dehazing_With_Heterogeneous_Task_Imitation_CVPR_2020_paper.html","","2020","2021-03-18 05:07:28","2021-04-06 15:06:16","2021-03-18 05:07:28","3462-3471","","","","","","","","","","","","","","","","","","openaccess.thecvf.com","","","<div data-schema-version=""1""><p>Annotation</p> <p>Using knowledge distillation and an autoencoder teacher to train a dehazing network with representation mimicking loss.</p></div>","F:\Google Drive - Monash\Bibliography\Hong et al_2020_Distilling Image Dehazing With Heterogeneous Task Imitation.pdf; C:\Users\smczx\Zotero\storage\ABU8RUMW\Hong_Distilling_Image_Dehazing_With_Heterogeneous_Task_Imitation_CVPR_2020_paper.html","","Unreviewed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition","","","","","","","","","","","","","","",""
"YEH4KREU","conferencePaper","2019","Gao, Qinquan; Zhao, Yan; Li, Gen; Tong, Tong","Image Super-Resolution Using Knowledge Distillation","Computer Vision – ACCV 2018","978-3-030-20890-5","","10.1007/978-3-030-20890-5_34","","The significant improvements in image super-resolution (SR) in recent years is majorly resulted from the use of deeper and deeper convolutional neural networks (CNN). However, both computational time and memory consumption simultaneously increase with the utilization of very deep CNN models, posing challenges to deploy SR models in realtime on computationally limited devices. In this work, we propose a novel strategy that uses a teacher-student network to improve the image SR performance. The training of a small but efficient student network is guided by a deep and powerful teacher network. We have evaluated the performance using different ways of knowledge distillation. Through the validations on four datasets, the proposed method significantly improves the SR performance of a student network without changing its structure. This means that the computational time and the memory consumption do not increase during the testing stage while the SR performance is significantly improved.","2019","2021-03-18 05:04:35","2021-04-06 15:05:55","","527-541","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","<div data-schema-version=""1""><p>Annotation</p> <p>Perform super resolution with knowledge distillation.</p></div>","F:\Google Drive - Monash\Bibliography\Gao et al_2019_Image Super-Resolution Using Knowledge Distillation.pdf","","Unreviewed","Super-resolution; Convolutional neural networks; Knowledge distillation; Teacher-student network","Jawahar, C. V.; Li, Hongdong; Mori, Greg; Schindler, Konrad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94Q7XD2W","conferencePaper","2018","Woo, Sanghyun; Park, Jongchan; Lee, Joon-Young; Kweon, In So","CBAM: Convolutional Block Attention Module","Proceedings of the European Conference on Computer Vision (ECCV)","","","","https://openaccess.thecvf.com/content_ECCV_2018/html/Sanghyun_Woo_Convolutional_Block_Attention_ECCV_2018_paper.html","","2018","2021-03-18 03:50:54","2021-04-06 15:05:47","2021-03-18 03:50:54","3-19","","","","","","CBAM","","","","","","","","","","","","openaccess.thecvf.com","","","<div data-schema-version=""1""><p>Annotation</p> <p>With Channel Attention Module and Spatial Attention Module, the CBAM can be inserted into conv blocks to improve the CNN performance.</p></div>","F:\Google Drive - Monash\Bibliography\Woo et al_2018_CBAM.pdf; C:\Users\smczx\Zotero\storage\JEERU7SI\Sanghyun_Woo_Convolutional_Block_Attention_ECCV_2018_paper.html","","Unreviewed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the European Conference on Computer Vision (ECCV)","","","","","","","","","","","","","","",""
"SC6MFJRV","journalArticle","2020","Pihlgren, Gustav Grund; Sandin, Fredrik; Liwicki, Marcus","Pretraining Image Encoders without Reconstruction via Feature Prediction Loss","arXiv:2003.07441 [cs]","","","","http://arxiv.org/abs/2003.07441","This work investigates three methods for calculating loss for autoencoder-based pretraining of image encoders: The commonly used reconstruction loss, the more recently introduced deep perceptual similarity loss, and a feature prediction loss proposed here; the latter turning out to be the most efficient choice. Standard auto-encoder pretraining for deep learning tasks is done by comparing the input image and the reconstructed image. Recent work shows that predictions based on embeddings generated by image autoencoders can be improved by training with perceptual loss, i.e., by adding a loss network after the decoding step. So far the autoencoders trained with loss networks implemented an explicit comparison of the original and reconstructed images using the loss network. However, given such a loss network we show that there is no need for the time-consuming task of decoding the entire image. Instead, we propose to decode the features of the loss network, hence the name ""feature prediction loss"". To evaluate this method we perform experiments on three standard publicly available datasets (LunarLander-v2, STL-10, and SVHN) and compare six different procedures for training image encoders (pixel-wise, perceptual similarity, and feature prediction losses; combined with two variations of image and feature encoding/decoding). The embedding-based prediction results show that encoders trained with feature prediction loss is as good or better than those trained with the other two losses. Additionally, the encoder is significantly faster to train using feature prediction loss in comparison to the other losses. The method implementation used in this work is available online: https://github.com/guspih/Perceptual-Autoencoders","2020-07-15","2021-03-18 03:03:43","2021-04-06 15:06:29","2021-03-18 03:03:43","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 2003.07441","<div data-schema-version=""1""><p>Annotation</p> <p>Another way to train the Autoencoder with other pretrained feature extractor models.</p></div>","C:\Users\smczx\Zotero\storage\TYYGD6EZ\2003.html; F:\Google Drive - Monash\Bibliography\Pihlgren et al_2020_Pretraining Image Encoders without Reconstruction via Feature Prediction Loss.pdf","","Unreviewed","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLTXINZX","conferencePaper","2020","Viazovetskyi, Yuri; Ivashkin, Vladimir; Kashin, Evgeny","StyleGAN2 Distillation for Feed-Forward Image Manipulation","Computer Vision – ECCV 2020","978-3-030-58542-6","","10.1007/978-3-030-58542-6_11","","StyleGAN2 is a state-of-the-art network in generating realistic images. Besides, it was explicitly trained to have disentangled directions in latent space, which allows efficient image manipulation by varying latent factors. Editing existing images requires embedding a given image into the latent space of StyleGAN2. Latent code optimization via backpropagation is commonly used for qualitative embedding of real world images, although it is prohibitively slow for many applications. We propose a way to distill a particular image manipulation of StyleGAN2 into image-to-image network trained in paired way. The resulting pipeline is an alternative to existing GANs, trained on unpaired data. We provide results of human faces’ transformation: gender swap, aging/rejuvenation, style transfer and image morphing. We show that the quality of generation using our method is comparable to StyleGAN2 backpropagation and current state-of-the-art methods in these particular tasks.","2020","2021-03-18 02:37:32","2021-04-06 15:06:32","","170-186","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","<div data-schema-version=""1""><p>Annotation</p> <p>Using StyleGAN to generate pairs for pix2pixHD to be trained as image translation task.</p></div>","F:\Google Drive - Monash\Bibliography\Viazovetskyi et al_2020_StyleGAN2 Distillation for Feed-Forward Image Manipulation.pdf","","Unreviewed","Computer vision; Distillation; StyleGAN2; Synthetic data","Vedaldi, Andrea; Bischof, Horst; Brox, Thomas; Frahm, Jan-Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Vision – ECCV 2020","","","","","","","","","","","","","","",""
"8YP6UX9S","journalArticle","2019","Wang, J.; Gou, L.; Zhang, W.; Yang, H.; Shen, H.","DeepVID: Deep Visual Interpretation and Diagnosis for Image Classifiers via Knowledge Distillation","IEEE Transactions on Visualization and Computer Graphics","","1941-0506","10.1109/TVCG.2019.2903943","","Deep Neural Networks (DNNs) have been extensively used in multiple disciplines due to their superior performance. However, in most cases, DNNs are considered as black-boxes and the interpretation of their internal working mechanism is usually challenging. Given that model trust is often built on the understanding of how a model works, the interpretation of DNNs becomes more important, especially in safety-critical applications (e.g., medical diagnosis, autonomous driving). In this paper, we propose DeepVID, a Deep learning approach to Visually Interpret and Diagnose DNN models, especially image classifiers. In detail, we train a small locally-faithful model to mimic the behavior of an original cumbersome DNN around a particular data instance of interest, and the local model is sufficiently simple such that it can be visually interpreted (e.g., a linear model). Knowledge distillation is used to transfer the knowledge from the cumbersome DNN to the small model, and a deep generative model (i.e., variational auto-encoder) is used to generate neighbors around the instance of interest. Those neighbors, which come with small feature variances and semantic meanings, can effectively probe the DNN's behaviors around the interested instance and help the small model to learn those behaviors. Through comprehensive evaluations, as well as case studies conducted together with deep learning experts, we validate the effectiveness of DeepVID.","2019-06","2021-03-18 01:51:56","2021-04-06 15:06:09","","2168-2180","","6","25","","","DeepVID","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Visualization and Computer Graphics","<div data-schema-version=""1""><p>Annotation</p> <p>Using VAE and knowledge distillation to generate neighbours of interesting points.</p></div>","F:\Google Drive - Monash\Bibliography\Wang et al_2019_DeepVID.pdf; C:\Users\smczx\Zotero\storage\ZF8Z5MGH\8667661.html","","Unreviewed","Neural networks; learning (artificial intelligence); Data models; Training; Deep learning; Analytical models; deep generative model; deep learning experts; Deep neural networks; Deep Neural Networks; deep visual diagnosis; deep visual interpretation; DeepVID; DNN; generative model; image classification; image classifiers; knowledge distillation; model interpretation; neural nets; safety-critical applications; Semantics; visual analytics; Visual analytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTVLVRAI","journalArticle","2015","Hinton, Geoffrey; Vinyals, Oriol; Dean, Jeff","Distilling the Knowledge in a Neural Network","arXiv:1503.02531 [cs, stat]","","","","http://arxiv.org/abs/1503.02531","A very simple way to improve the performance of almost any machine learning algorithm is to train many different models on the same data and then to average their predictions. Unfortunately, making predictions using a whole ensemble of models is cumbersome and may be too computationally expensive to allow deployment to a large number of users, especially if the individual models are large neural nets. Caruana and his collaborators have shown that it is possible to compress the knowledge in an ensemble into a single model which is much easier to deploy and we develop this approach further using a different compression technique. We achieve some surprising results on MNIST and we show that we can significantly improve the acoustic model of a heavily used commercial system by distilling the knowledge in an ensemble of models into a single model. We also introduce a new type of ensemble composed of one or more full models and many specialist models which learn to distinguish fine-grained classes that the full models confuse. Unlike a mixture of experts, these specialist models can be trained rapidly and in parallel.","2015-03-09","2021-03-17 12:52:08","2021-04-06 15:04:46","2021-03-17 12:52:08","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 1503.02531","<div data-schema-version=""1""><p>Annotation</p> <p>Knowledge Distillation</p></div>; Comment: NIPS 2014 Deep Learning Workshop","C:\Users\smczx\Zotero\storage\8KILIT88\1503.html; F:\Google Drive - Monash\Bibliography\Hinton et al_2015_Distilling the Knowledge in a Neural Network.pdf","","Unreviewed","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EWLEGZ2W","conferencePaper","2020","Li, Zeqi; Jiang, Ruowei; Aarabi, Parham","Semantic Relation Preserving Knowledge Distillation for Image-to-Image Translation","Computer Vision – ECCV 2020","978-3-030-58574-7","","10.1007/978-3-030-58574-7_39","","Generative adversarial networks (GANs) have shown significant potential in modeling high dimensional distributions of image data, especially on image-to-image translation tasks. However, due to the complexity of these tasks, state-of-the-art models often contain a tremendous amount of parameters, which results in large model size and long inference time. In this work, we propose a novel method to address this problem by applying knowledge distillation together with distillation of a semantic relation preserving matrix. This matrix, derived from the teacher’s feature encoding, helps the student model learn better semantic relations. In contrast to existing compression methods designed for classification tasks, our proposed method adapts well to the image-to-image translation task on GANs. Experiments conducted on 5 different datasets and 3 different pairs of teacher and student models provide strong evidence that our methods achieve impressive results both qualitatively and quantitatively.","2020","2021-03-22 05:27:10","2021-04-06 15:06:23","","648-663","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","<div data-schema-version=""1""><p>Annotation</p> <p>Using knowledge distillation to perform image-image translation with proposed semantic relation preserving matrix and semantic preserving distillation loss.</p></div>","F:\Google Drive - Monash\Bibliography\Li et al_2020_Semantic Relation Preserving Knowledge Distillation for Image-to-Image.pdf","","Unreviewed","Knowledge distillation; Generative adversarial networks; Image-to-image translation; Model compression","Vedaldi, Andrea; Bischof, Horst; Brox, Thomas; Frahm, Jan-Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Vision – ECCV 2020","","","","","","","","","","","","","","",""
"QYH9LAF7","conferencePaper","2019","Zhai, Mengyao; Chen, Lei; Tung, Frederick; He, Jiawei; Nawhal, Megha; Mori, Greg","Lifelong GAN: Continual Learning for Conditional Image Generation","Proceedings of the IEEE/CVF International Conference on Computer Vision","","","","https://openaccess.thecvf.com/content_ICCV_2019/html/Zhai_Lifelong_GAN_Continual_Learning_for_Conditional_Image_Generation_ICCV_2019_paper.html","","2019","2021-03-22 05:51:57","2021-04-06 15:06:13","2021-03-22 05:51:57","2759-2768","","","","","","Lifelong GAN","","","","","","","","","","","","openaccess.thecvf.com","","","<div data-schema-version=""1""><p>Annotation</p> <p>Lifelong GAN. Using knowledge distillation to perform continous training BicycleGAN for image translation avoiding forgeting.</p></div>","F:\Google Drive - Monash\Bibliography\Zhai et al_2019_Lifelong GAN.pdf; C:\Users\smczx\Zotero\storage\MCSJBUDY\Zhai_Lifelong_GAN_Continual_Learning_for_Conditional_Image_Generation_ICCV_2019_paper.html","","Unreviewed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE/CVF International Conference on Computer Vision","","","","","","","","","","","","","","",""
"HRBB3NBJ","journalArticle","2018","Zhu, Jun-Yan; Zhang, Richard; Pathak, Deepak; Darrell, Trevor; Efros, Alexei A.; Wang, Oliver; Shechtman, Eli","Toward Multimodal Image-to-Image Translation","arXiv:1711.11586 [cs, stat]","","","","http://arxiv.org/abs/1711.11586","Many image-to-image translation problems are ambiguous, as a single input image may correspond to multiple possible outputs. In this work, we aim to model a \emph{distribution} of possible outputs in a conditional generative modeling setting. The ambiguity of the mapping is distilled in a low-dimensional latent vector, which can be randomly sampled at test time. A generator learns to map the given input, combined with this latent code, to the output. We explicitly encourage the connection between output and the latent code to be invertible. This helps prevent a many-to-one mapping from the latent code to the output during training, also known as the problem of mode collapse, and produces more diverse results. We explore several variants of this approach by employing different training objectives, network architectures, and methods of injecting the latent code. Our proposed method encourages bijective consistency between the latent encoding and output modes. We present a systematic comparison of our method and other variants on both perceptual realism and diversity.","2018-10-23","2021-03-22 07:05:57","2021-04-06 15:05:49","2021-03-22 07:05:57","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 1711.11586","<div data-schema-version=""1""><p>Annotation</p> <p>BicycleGAN</p></div>; Comment: NIPS 2017 Final paper. v4 updated acknowledgment. Website: https://junyanz.github.io/BicycleGAN/","F:\Google Drive - Monash\Bibliography\Zhu et al_2018_Toward Multimodal Image-to-Image Translation.pdf; C:\Users\smczx\Zotero\storage\4JC6HZMQ\1711.html","","Unreviewed","Statistics - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Graphics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRK93TD9","conferencePaper","2016","Larsen, Anders Boesen Lindbo; Sønderby, Søren Kaae; Larochelle, Hugo; Winther, Ole","Autoencoding beyond pixels using a learned similarity metric","International Conference on Machine Learning","","","","http://proceedings.mlr.press/v48/larsen16.html","We present an autoencoder that leverages learned representations to better measure similarities in data space. By combining a variational autoencoder (VAE) with a generative adversarial network (GA...","2016-06-11","2021-03-22 07:10:53","2021-04-06 15:05:07","2021-03-22 07:10:53","1558-1566","","","","","","","","","","","PMLR","","en","","","","","proceedings.mlr.press","","ISSN: 1938-7228","<div data-schema-version=""1""><p>Annotation</p> <p>VAE-GAN is introduced to combine VAE and GAN to improve the GAN training.</p></div>","C:\Users\smczx\Zotero\storage\4IHWY4CY\larsen16.html; F:\Google Drive - Monash\Bibliography\Larsen et al_2016_Autoencoding beyond pixels using a learned similarity metric.pdf","","Unreviewed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Machine Learning","","","","","","","","","","","","","","",""
"5PPVC36J","conferencePaper","2017","Bao, Jianmin; Chen, Dong; Wen, Fang; Li, Houqiang; Hua, Gang","CVAE-GAN: Fine-Grained Image Generation Through Asymmetric Training","Proceedings of the IEEE International Conference on Computer Vision","","","","https://openaccess.thecvf.com/content_iccv_2017/html/Bao_CVAE-GAN_Fine-Grained_Image_ICCV_2017_paper.html","","2017","2021-03-22 07:12:39","2021-04-06 15:05:36","2021-03-22 07:12:39","2745-2754","","","","","","CVAE-GAN","","","","","","","","","","","","openaccess.thecvf.com","","","<div data-schema-version=""1""><p>Annotation</p> <p>Intoducing CVAE-GAN (Conditional VAE-GAN) by using label to improve the performance of VAE-GAN.</p></div>","C:\Users\smczx\Zotero\storage\HJSQ369H\Bao_CVAE-GAN_Fine-Grained_Image_ICCV_2017_paper.html; F:\Google Drive - Monash\Bibliography\Bao et al_2017_CVAE-GAN.pdf","","Unreviewed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE International Conference on Computer Vision","","","","","","","","","","","","","","",""
"4FLMXLVV","journalArticle","2020","Yuan, M.; Peng, Y.","CKD: Cross-Task Knowledge Distillation for Text-to-Image Synthesis","IEEE Transactions on Multimedia","","1941-0077","10.1109/TMM.2019.2951463","","Text-to-image synthesis (T2IS) has drawn increasing interest recently, which can automatically generate images conditioned on text descriptions. It is a highly challenging task that learns a mapping from a semantic space of text description to a complex RGB pixel space of image. The main issues of T2IS lie in two aspects: semantic consistency and visual quality. The distributions between text descriptions and image contents are inconsistent since they belong to different modalities. So it is ambitious to generate images containing consistent semantic contents with the text descriptions, which is the semantic consistency issue. Moreover, due to the discrepancy of data distributions between real and synthetic images in huge pixel space, it is hard to approximate the real data distribution for synthesizing photo-realistic images, which is the visual quality issue. For addressing the above issues, we propose a cross-task knowledge distillation (CKD) approach to transfer knowledge from multiple image semantic understanding tasks into T2IS task. There is amount of knowledge in image semantic understanding tasks to translate image contents into semantic representation, which is advantageous to address the issues of semantic consistency and visual quality for T2IS. Moreover, we design a multi-stage knowledge distillation paradigm to decompose the distillation process into multiple stages. By this paradigm, it is effective to approximate the distributions of real image and understand textual information for T2IS, which can improve the visual quality and semantic consistency of synthetic images. Comprehensive experiments on widely-used datasets show the effectiveness of our proposed CKD approach.","2020-08","2021-03-22 08:05:43","2021-04-06 15:06:40","","1955-1968","","8","22","","","CKD","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Multimedia","<div data-schema-version=""1""><p>Annotation</p> <p>Using knowledge distillation to perform text to image synthesis task.</p></div>","C:\Users\smczx\Zotero\storage\DTFEDK7M\8890866.html; F:\Google Drive - Monash\Bibliography\Yuan_Peng_2020_CKD.pdf","","Unreviewed","Neural networks; learning (artificial intelligence); knowledge distillation; Semantics; Generative adversarial networks; approximate the real data distribution; CKD; complex RGB pixel space; consistent semantic contents; cross-task knowledge distillation approach; highly challenging task; huge pixel space; Image color analysis; image colour analysis; image contents; image semantic understanding; Image synthesis; multiple image semantic understanding tasks; multistage knowledge distillation paradigm; pattern recognition; photo-realistic images; realistic images; semantic consistency issue; semantic representation; semantic space; synthetic images; T2IS; Task analysis; text analysis; text description; text-to-image synthesis; Text-to-image synthesis; transfer learning; visual quality issue; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES8WZY5Q","conferencePaper","2019","Tung, Frederick; Mori, Greg","Similarity-Preserving Knowledge Distillation","Proceedings of the IEEE/CVF International Conference on Computer Vision","","","","https://openaccess.thecvf.com/content_ICCV_2019/html/Tung_Similarity-Preserving_Knowledge_Distillation_ICCV_2019_paper.html","","2019","2021-03-22 08:16:09","2021-04-06 15:06:07","2021-03-22 08:16:09","1365-1374","","","","","","","","","","","","","","","","","","openaccess.thecvf.com","","","<div data-schema-version=""1""><p>Annotation</p> <p>Using corsine similarity matrix to represent the relation in each batch, to replace the feature map to be learned in knowledge distillation.</p></div>","C:\Users\smczx\Zotero\storage\NXTWWDCS\Tung_Similarity-Preserving_Knowledge_Distillation_ICCV_2019_paper.html; F:\Google Drive - Monash\Bibliography\Tung_Mori_2019_Similarity-Preserving Knowledge Distillation.pdf","","Unreviewed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE/CVF International Conference on Computer Vision","","","","","","","","","","","","","","",""
"J956Z7GT","journalArticle","2020","Jing, L.; Tian, Y.","Self-supervised Visual Feature Learning with Deep Neural Networks: A Survey","IEEE Transactions on Pattern Analysis and Machine Intelligence","","1939-3539","10.1109/TPAMI.2020.2992393","","Large-scale labeled data are generally required to train deep neural networks in order to obtain better performance in visual feature learning from images or videos for computer vision applications. To avoid extensive cost of collecting and annotating large-scale datasets, as a subset of unsupervised learning methods, self-supervised learning methods are proposed to learn general image and video features from large-scale unlabeled data without using any human-annotated labels. This paper provides an extensive review of deep learning-based self-supervised general visual feature learning methods from images or videos. First, the motivation, general pipeline, and terminologies of this field are described. Then the common deep neural network architectures that used for self-supervised learning are summarized. Next, the schema and evaluation metrics of self-supervised learning methods are reviewed followed by the commonly used datasets for images, videos, audios, and 3D data, as well as the existing self-supervised visual feature learning methods. Finally, quantitative performance comparisons of the reviewed methods on benchmark datasets are summarized and discussed for both image and video feature learning. At last, this paper is concluded and lists a set of promising future directions for self-supervised visual feature learning.","2020","2021-03-29 04:54:01","2021-03-29 04:55:56","","1-1","","","","","","Self-supervised Visual Feature Learning with Deep Neural Networks","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Pattern Analysis and Machine Intelligence","","F:\Google Drive - Monash\Bibliography\Jing_Tian_2020_Self-supervised Visual Feature Learning with Deep Neural Networks.pdf; C:\Users\smczx\Zotero\storage\X8PV7RTB\9086055.html","","Unread","Feature extraction; Training; Task analysis; Visualization; Annotations; Convolutional Neural Network; Deep Learning; Learning systems; Self-supervised Learning; Transfer Learning; Unsupervised Learning; Videos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YN6MUWWP","conferencePaper","2017","Huang, Xun; Belongie, Serge","Arbitrary Style Transfer in Real-Time With Adaptive Instance Normalization","Proceedings of the IEEE International Conference on Computer Vision","","","","https://openaccess.thecvf.com/content_iccv_2017/html/Huang_Arbitrary_Style_Transfer_ICCV_2017_paper.html","","2017","2021-03-29 04:43:34","2021-04-09 01:53:06","2021-03-29 04:43:34","1501-1510","","","","","","","","","","","","","","","","","","openaccess.thecvf.com","","","","F:\Google Drive - Monash\Bibliography\Huang_Belongie_2017_Arbitrary Style Transfer in Real-Time With Adaptive Instance Normalization.pdf; C:\Users\smczx\Zotero\storage\ESXAEPLT\Huang_Arbitrary_Style_Transfer_ICCV_2017_paper.html","","Unreviewed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE International Conference on Computer Vision","","","","","","","","","","","","","","",""
"AVFLWRB6","conferencePaper","2019","Karras, Tero; Laine, Samuli; Aila, Timo","A Style-Based Generator Architecture for Generative Adversarial Networks","Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition","","","","https://openaccess.thecvf.com/content_CVPR_2019/html/Karras_A_Style-Based_Generator_Architecture_for_Generative_Adversarial_Networks_CVPR_2019_paper.html","","2019","2021-03-29 04:41:33","2021-04-01 05:28:10","2021-03-29 04:41:33","4401-4410","","","","","","","","","","","","","","","","","","openaccess.thecvf.com","","","","F:\Google Drive - Monash\Bibliography\Karras et al_2019_A Style-Based Generator Architecture for Generative Adversarial Networks.pdf; C:\Users\smczx\Zotero\storage\8LKELHY9\Karras_A_Style-Based_Generator_Architecture_for_Generative_Adversarial_Networks_CVPR_2019_paper.html","","Unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition","","","","","","","","","","","","","","",""
